Name,Smiles,Unaligned Pharm. Score,rmsd,Binding Affinity Score,Pharm. Score
ZINC04204578,O(c1c(OC)ccc(c1)C4n2nc(nc2NC(c3ccc(OC)cc3)C4)N)C,66.32,0.93626,-8.07,44.98
ZINC78790127,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC3C(C3)C4CCCCC4,66.02,1.0012127,-20.67,44.98
ZINC78789704,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC(CCOC)C,-1.0,1.088517,-12.51,44.98
ZINC72377815,O=C(N3CC(c1nc(ncc1)Nc2cncnc2)CCC3)COC,-1.0,0.8756195,-0.38,44.98
ZINC54615748,O(c1ccc(cc1)C3n2nnnc2NC(=C3C(=O)Nc4cc(ccc4)C)C)CC(=O)N5CCOCC5,-1.0,1.0452882,-0.63,44.97
ZINC77354400,O(c3c(cc(c1nc(ncc1)NC(c2[nH]ccn2)C)cc3)C(=O)O)CC,-1.0,1.0364676,-11.69,44.96
ZINC13640006,O=[N+](O)c1cc(ccc1)C3n2ncnc2NC4=C3C(=O)CC(C4)C,56.0,1.0299816,3.15,44.93
ZINC86302764,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N3C4C(CCC3)CCC4,-1.0,1.0613031,-8.69,44.88
ZINC02849307,O(c1nc(nc(n1)NCCCC(C)C)Nc2c(OC)cc(OC)cc2)C,66.02,0.80512995,-15.6,44.87
ZINC00065631,O=[N+](O)c1cc(ccc1)C3n2nnnc2NC(=C3C(=O)OCC)C,-1.0,1.1512449,3.4,44.87
ZINC78791142,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)N3CCCCCCC3,-1.0,1.0077466,-8.24,44.86
ZINC38671440,s4c(NC(=O)Nc1oc(nn1)c3cc2OCCOc2cc3)ccc4,85.55,1.0596745,-2.62,44.85
ZINC93701725,S(=O)(=O)(N2CC(Cn1ncnc1CNC(C)C)CCC2)C,65.48,1.2047936,-5.6,44.85
ZINC08782512,Brc1c([nH]nc1C(=O)Nc3nc(c2ccc(OC(F)F)cc2)ccn3)[N+](=O)O,75.83,0.9602385,-4.69,44.82
ZINC09469723,Clc4ccc(OCc3nnc(SCc1nc(nc(n1)N)Nc2c(cccc2)C)n3N)cc4,-1.0,1.089316,-4.13,44.78
ZINC04359840,s1c(nc2c1ccc(OC)c2)Nc3oc(nn3)c5cc4OCCOc4cc5,95.62,1.0209166,-6.99,44.72
ZINC00710878,O(c3cc(NC(=O)c1ccccc1)cc(NC(=O)c2ccccc2)c3)c4ccc(O)cc4,-1.0,1.0210104,-21.2,44.7
ZINC45947783,O=C(O)c3ncn(c1nc(nc(c1)C)Nc2ccccc2)c3,76.1,0.9278244,-12.09,44.57
ZINC32623649,Fc3c(OC(C(=O)Nc1noc(n1)c2ccc(OCCC)cc2)C)cccc3,-1.0,1.0188462,-6.33,37.79
ZINC36680483,o1c(nnc1c2cc(OCC)c(OCC)cc2)NC(=O)c3c(oc(c3)C)C,-1.0,0.9634854,-12.35,37.47
ZINC76070178,S(C3CC(N(Cc1oc(nn1)c2ccc(OC)cc2)C)CC3)CC,-1.0,1.1893159,-17.16,37.32
ZINC76070178,S(C3CC(N(Cc1oc(nn1)c2ccc(OC)cc2)C)CC3)CC,-1.0,1.0861236,-19.55,37.32
ZINC55399248,S2C(c1ccc(OC)cc1)CC(=NC2=N)c3ccc(F)cc3,56.44,0.9046918,-28.38,37.25
ZINC02185921,s4c(Sc1nc(nc(n1)Nc2ccc(OC)cc2)Nc3ccc(OC)cc3)nnc4C,-1.0,0.8130429,-14.7,37.22
ZINC12468346,O(c3ccc(c1nc(nnc1)NCCCN2C(CO)CCCC2)cc3)C,56.02,1.0499898,-9.38,37.2
ZINC12468349,O(c3ccc(c1nc(nnc1)NCCCN2C(CO)CCCC2)cc3)C,56.02,1.0500615,-7.15,37.2
ZINC91429415,o1c(c(cc1CNc3ncnc(NCC2CC2)c3)C(=O)OC)C,-1.0,1.0060623,-7.16,37.19
ZINC59170479,S(=O)(=O)(N)c4ccc(N=c2oc1c(cc([N+](=O)O)cc1)cc2C(=O)Nc3cc(c(cc3)C)C)cc4,-1.0,0.98654324,-5.78,37.18
ZINC05188742,o2c(=Nc1c(cccc1)C)c(cc3c2ccc([N+](=O)O)c3)C(=O)NC(=O)C,-1.0,0.9848648,-6.86,37.17
ZINC10157185,O=c1n([nH]c2nccc(c12)c4cc3OCOc3cc4)c5cc(c(cc5)C)C,55.8,0.99729455,-13.65,37.02
ZINC10157178,O=c1n([nH]c2nccc(c12)c4cc3OCOc3cc4)c5cc(ccc5)C,55.89,0.9972706,-14.47,37.02
ZINC03642468,Clc1c(Cl)ccc(c1)C4Nc2n(nc(n2)N)C(c3ccc(OCC)cc3)C4,66.3,0.93638146,-10.06,37.0
ZINC03642468,Clc1c(Cl)ccc(c1)C4Nc2n(nc(n2)N)C(c3ccc(OCC)cc3)C4,-1.0,1.1288095,-13.94,37.0
ZINC59170532,Clc4ccc(NC(=O)c2c(oc1c(cc([N+](=O)O)cc1)c2)=Nc3ccc(S(=O)(=O)N)cc3)cc4,-1.0,0.98633415,-8.25,36.96
ZINC59170677,S(=O)(=O)(N)c4ccc(N=c2oc1c(cc([N+](=O)O)cc1)cc2C(=O)Nc3ccc(F)cc3)cc4,-1.0,0.98633415,-6.64,36.96
ZINC59170409,S(=O)(=O)(N)c4ccc(N=c2oc1c(cc([N+](=O)O)cc1)cc2C(=O)Nc3ccc(cc3)C)cc4,-1.0,0.98633415,-7.79,36.96
ZINC59170550,Clc4cc(NC(=O)c2c(oc1c(cc([N+](=O)O)cc1)c2)=Nc3ccc(S(=O)(=O)N)cc3)ccc4,-1.0,0.9865427,-18.21,36.94
ZINC09566900,S(c1nnc(n1CC(C)C)c2occc2)Cc3nc(nc(n3)N)Nc4c(cccc4)C,-1.0,1.0843507,-14.98,36.87
ZINC00803096,O(c1ccc(cc1)C4Nc2n(ncn2)C(c3cc(OC)c(OC)cc3)C4)CC,66.27,0.937299,-12.68,36.86
ZINC01115075,O(c1c(OC)ccc(c1)C4n2ncnc2NC(c3ccc(OC)cc3)C4)C,66.27,0.93721366,-12.19,36.86
ZINC19816987,Clc4cc(Cl)cc(Nc1nn(c2c1C(=O)CC(C2)(C)C)c3ccc(OC)cc3)c4,-1.0,0.89272034,-27.36,36.85
ZINC72440407,O=[N+](O)c4ccc(c1c2c(=O)[nH]c(nc2ncc1)Nc3ccc(cc3)CC)cc4,-1.0,0.95113504,-4.91,36.83
ZINC72440407,O=[N+](O)c4ccc(c1c2c(=O)[nH]c(nc2ncc1)Nc3ccc(cc3)CC)cc4,-1.0,0.79022455,-1.16,36.83
ZINC72461668,S1C(=NC(=O)C1)c4nnc2n(nc(c2c3ccc(OC)cc3)C)c4N,45.85,1.013659,-1.74,36.82
ZINC15838193,O(c4ccc(c2nc(nc(c1ccc(cc1)C)c2)NC(=O)c3cc(ccc3)C)cc4)C,76.03,0.9695696,-24.54,36.81
ZINC15838185,O(c4ccc(c2nc(nc(c1ccc(cc1)C)c2)NC(=O)c3ccc(cc3)C)cc4)C,76.12,0.9695302,-24.84,36.81
ZINC09553711,Brc4cc(NC(=O)c2c(oc1c(cc([N+](=O)O)cc1)c2)=Nc3ccc(OC)cc3)ccc4,-1.0,0.9863827,-24.17,36.8
ZINC09553944,o2c(=Nc1ccc(OC)cc1)c(cc3c2ccc([N+](=O)O)c3)C(=O)Nc4cc(ccc4)C,-1.0,0.9866388,-21.08,36.8
ZINC09683098,Fc1c(OC)ccc(c1)C4(Nc2n(ncn2)C(c3cc(F)c(OC)cc3)=C4)C,-1.0,1.1188042,-12.47,36.79
ZINC09683098,Fc1c(OC)ccc(c1)C4(Nc2n(ncn2)C(c3cc(F)c(OC)cc3)=C4)C,-1.0,1.0375332,-14.03,36.79
ZINC12303933,O(c3c(OC)ccc(c1nc(nnc1)NC(Cc2cnccc2)C)c3)C,-1.0,1.0329626,-5.7,36.78
ZINC12634581,s3c(SCc1nc(nc(n1)N)Nc2c(cccc2)C)nnc3Nc4c(cccc4)C,-1.0,1.1070007,-7.29,36.76
ZINC72383841,O=C(N3CC(Cc2ncnc(Nc1nc(ccc1)C)c2)CCC3)CC,-1.0,0.8603405,-16.25,36.76
ZINC14960701,O(c3ccc(c1nc(nnc1)NC(c2ccc(cc2)C)CC)cc3)C,-1.0,1.0268947,-11.85,36.76
ZINC72383536,O=C(N3CC(Cc2ncnc(Nc1nc(ccc1)C)c2)CCC3)C,-1.0,0.86034054,-13.56,36.76
ZINC20176905,Clc3ccc(NC(=S)C(=O)Nc2cc(Oc1ccc(OCC)cc1)cc([N+](=O)O)c2)cc3,-1.0,1.1876817,-15.3,36.74
ZINC14962834,O(c3ccc(c1nc(nnc1)NCc2cn(nc2)CC)cc3)C,55.93,0.94508195,-3.84,36.74
ZINC09553711,Brc4cc(NC(=O)c2c(oc1c(cc([N+](=O)O)cc1)c2)=Nc3ccc(OC)cc3)ccc4,-1.0,0.9863823,-26.22,36.73
ZINC09553944,o2c(=Nc1ccc(OC)cc1)c(cc3c2ccc([N+](=O)O)c3)C(=O)Nc4cc(ccc4)C,-1.0,0.9866382,-24.42,36.73
ZINC02651463,s4c3nnc(SCc1nc(nc(n1)N)Nc2c(cccc2)C)n3c5c4cccc5,-1.0,1.0890888,-13.6,36.72
ZINC44859712,O(c1c(OC)ccc(c1)C4n2ncnc2NC(c3ccc(cc3)C(C)C)C4)C,-1.0,0.9372143,-16.45,36.71
ZINC13655460,o1c(nnc1c2c(OC)cc(OC)cc2)NC(=O)c3n(ncc3)C,-1.0,0.96707684,-5.02,36.71
ZINC07103418,s3c(SCc1nc(nc(n1)N)Nc2ccccc2)nnc3NC,65.59,1.1034535,-6.59,36.67
ZINC07370901,s3c(SCc1nc(nc(n1)N)Nc2ccccc2)nnc3N,65.59,1.1035761,-4.09,36.67
ZINC36693992,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2ccc(SCC)cc2)cc3)CC,85.81,0.9923567,-17.83,36.66
ZINC36693990,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2ccc(SC)cc2)cc3)CC,85.81,0.9923568,-16.12,36.66
ZINC36693647,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2ccc(SCC)cc2)cc3)C,85.81,0.99228114,-18.16,36.66
ZINC20446784,FC(F)(F)Oc4ccc(n3nc(Nc1cc2c(cc1)CCC2)c(n3)C(=O)C)cc4,76.04,0.8504927,-18.49,36.65
ZINC20446784,FC(F)(F)Oc4ccc(n3nc(Nc1cc2c(cc1)CCC2)c(n3)C(=O)C)cc4,45.64,1.0046246,-18.22,36.65
ZINC06650565,s1c(nc(c1C(=O)OCc2nc(nc(n2)N)Nc3c(cccc3)C)C)C,-1.0,1.04631,-15.29,36.64
ZINC02732253,s1c(ccc1C)C(=O)C3C(n2ncnc2NC=3C(F)(F)F)c4cc([N+](=O)O)ccc4,-1.0,1.0865133,-6.22,36.63
ZINC09739301,O=c1n(c2nc(nc(c2[nH]1)C(=O)N)c3c(O)c(OC)ccc3)c4c(OC)cc(OC)cc4,-1.0,1.0420917,-3.65,36.62
ZINC20044481,s3c(SCc1nc(nc(n1)N)Nc2ccccc2)nnc3NC4CCCCC4,-1.0,1.0976971,-5.9,36.62
ZINC06994484,s3c(SCc1nc(nc(n1)N)Nc2ccccc2)nnc3NCCC,-1.0,1.0979762,-5.35,36.62
ZINC00526836,O(c1ccc(cc1)C4n2nc(nc2NC(c3ccc(cc3)CC)C4)N)C,66.31,0.9361943,-22.34,36.62
ZINC13127563,O(c1ccc(cc1)C4n2nc(nc2NC(c3ccc(cc3)C)C4)N)C,66.31,0.9361944,-22.01,36.62
ZINC36694016,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)Cc2cc(c(OC)cc2)C)cc3)CC,85.82,0.99261767,-13.91,36.61
ZINC12221394,O(c3ccc(c2nc(ncc2c1[nH]ccn1)NCC=C)cc3)C,-1.0,0.99705154,-14.56,36.61
ZINC10076669,Clc4ccc(OCC(=O)n1nc(nc1NCc2ccc(OC)cc2)c3ccc(OC)cc3)cc4,-1.0,0.9987633,-25.73,36.59
ZINC10076669,Clc4ccc(OCC(=O)n1nc(nc1NCc2ccc(OC)cc2)c3ccc(OC)cc3)cc4,-1.0,1.0653615,-29.15,36.59
ZINC01842854,Clc1nc(nc(n1)NCCCOC)NCCCOC,45.81,1.053403,-20.26,36.58
ZINC78790418,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCn3cncc3,55.75,1.0601122,-10.58,36.57
ZINC78790418,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCn3cncc3,55.75,1.0601122,-10.78,36.57
ZINC78790032,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCOC(C)C,55.75,1.0601875,-11.54,36.57
ZINC78791619,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCCC#N,55.75,1.0604708,-12.14,36.57
ZINC78791496,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCO,55.75,1.0599068,-2.78,36.57
ZINC19742662,O(c4c(OC)cc(c1nc(nnc1)NCCC2C3CC(C2)C=C3)cc4OC)C,55.66,1.0390443,-13.9,36.56
ZINC78790522,S(C3CC(NC(=O)Nc1nn(cn1)Cc2ccc(cc2)C#N)CCC3)C,65.89,1.1248609,-6.69,36.56
ZINC78790530,S(C3CC(NC(=O)Nc1nn(cn1)Cc2ccc(cc2)C#N)CCC3)C,65.74,1.1320257,-10.03,36.56
ZINC78791222,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC(CC(OC)(C)C)C,-1.0,1.0882307,-7.62,36.56
ZINC78790767,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC3C(CO)CCCC3,65.9,1.1252028,1.38,36.56
ZINC35860443,O(c4ccc(Nc1nc(nc(n1)Nc2cc(ccc2)C)Nc3cc(ccc3)C)cc4)C,-1.0,0.81248146,-21.13,36.55
ZINC72426677,O(c3c(cc(c1nc(ncc1)NCCc2nc[nH]c2)cc3)C(=O)O)CC,65.5,1.0935603,-12.38,36.55
ZINC20636082,O(c3c(OC)ccc(c1c2n(nc1CCC)c(N)c(nn2)C(=O)OCC)c3)C,-1.0,1.1574357,-17.73,36.53
ZINC02914247,Brc1ccc(cc1)C4Nc2n(ncn2)C(c3c(OC)c(OC)c(OC)cc3)C4,-1.0,1.0258749,-23.56,36.52
ZINC02914270,Brc1cc(ccc1)C4Nc2n(ncn2)C(c3c(OC)c(OC)c(OC)cc3)C4,-1.0,1.0259076,-23.5,36.52
ZINC02914158,Clc1ccc(cc1)C4Nc2n(ncn2)C(c3c(OC)c(OC)c(OC)cc3)C4,-1.0,1.0256954,-22.13,36.52
ZINC08709916,O=c1n(c(=O)c2n(cnc2n1C)Cc3nc(nc(n3)N)Nc4ccc(cc4)C)C,-1.0,1.1934551,-6.18,36.51
ZINC08709916,O=c1n(c(=O)c2n(cnc2n1C)Cc3nc(nc(n3)N)Nc4ccc(cc4)C)C,-1.0,1.0322372,-9.14,36.51
ZINC94729056,O(c2ccc(c1nc(nc(c1)C)NCCC)cc2)CCC,66.03,0.9766603,-18.93,36.51
ZINC20636079,O(c3ccc(c1c2n(nc1CCC)c(N)c(nn2)C(=O)OCC)cc3)C,-1.0,1.1718155,-17.65,36.48
ZINC25495961,S(c2nn(c1nc(nc(n1)NCC)NCCCC)cn2)CC(=O)N,-1.0,1.1050749,-7.15,36.47
ZINC02419736,s3c(SCc1nc(nc(n1)N)Nc2c(OC)cccc2)nnc3N,55.71,1.1064206,-9.64,36.45
ZINC59170386,S(=O)(=O)(N)c4ccc(N=c2oc1c(cc([N+](=O)O)cc1)cc2C(=O)Nc3ccccc3)cc4,-1.0,0.9865429,-6.17,36.44
ZINC72377875,O(c1ccc(cc1)CCC(=O)N4CC(c2nc(ncc2)Nc3ncc(cc3)C)CCC4)C,-1.0,0.95952755,-29.14,36.44
ZINC72377875,O(c1ccc(cc1)CCC(=O)N4CC(c2nc(ncc2)Nc3ncc(cc3)C)CCC4)C,-1.0,1.0601606,-25.35,36.44
ZINC72378095,Fc1ccc(cc1)CCC(=O)N4CC(c2nc(ncc2)Nc3ncc(cc3)C)CCC4,-1.0,0.95952755,-22.31,36.44
ZINC72378095,Fc1ccc(cc1)CCC(=O)N4CC(c2nc(ncc2)Nc3ncc(cc3)C)CCC4,-1.0,1.0601605,-22.11,36.44
ZINC14291361,s1c4n(nc1c3cc(NC(=O)COc2c(cccc2)C)c(OC)cc3)c(nn4)C,-1.0,1.13941,-17.5,36.43
ZINC40383763,n3(c4c(c(c1nc(ncc1)Nc2ccccc2)c3)cccc4)CC#N,-1.0,1.008116,-29.98,36.43
ZINC93701719,S(=O)(=O)(N2CC(Cn1ncnc1CNC)CCC2)C,46.43,1.1370323,-5.72,36.43
ZINC15066253,O(c2c(OC)cc(c1nc(nnc1)NCCCOC(C)C)cc2OC)C,45.94,1.0493479,-9.0,36.42
ZINC21792831,O(c1c(cccc1)C(=O)Nc3nc(c2ccc(OC)cc2)cc(n3)c4ccc(OC)cc4)C,-1.0,1.1139554,-32.7,36.41
ZINC21792831,O(c1c(cccc1)C(=O)Nc3nc(c2ccc(OC)cc2)cc(n3)c4ccc(OC)cc4)C,-1.0,0.9697438,-22.88,36.41
ZINC72452646,Clc5c(Nc4nc(c3nnc1n(nc(n1)c2ccncc2)c3C)ccn4)cccc5,-1.0,1.0588717,-8.44,36.41
ZINC33530693,O=[N+](O)c1ccc(cc1)C=NNc2nc(nc(n2)NC)Nc3ccccc3,56.7,0.9051299,-13.04,36.41
ZINC40187821,O(c1ccc(cc1)Cn2c(nc3c2cccc3)C(NC(=O)C)C)C,-1.0,1.1314911,-18.05,36.41
ZINC00950593,O=[N+](O)c1cc(ccc1)C3n2nnnc2NC(=C3C(=O)Nc4cnccc4)C,-1.0,1.0987519,4.78,36.4
ZINC20754183,O(c1c(OC)c(ccc1OC)C4n2nnnc2NC(c3cnccc3)C4)C,66.19,0.9299506,-3.62,36.4
ZINC16692853,O[n+]1n(nc([N+](=O)O)c1NCc2cc(OC)c(OCC)cc2)c3ccc(OC)cc3,66.25,0.95004475,-16.96,36.39
ZINC09296905,O=c1n(c2nc(nc(c2[nH]1)C(=O)N)c3c(OC)cc(OC)cc3)c4c(OC)cc(OC)cc4,56.26,0.84703684,-18.18,36.38
ZINC72377863,FC(F)(F)c1c(nccc1)Nc2nc(ccn2)C4CN(C(=O)C3CCC3)CCC4,-1.0,0.9372399,-32.9,36.38
ZINC12471284,O=[N+](O)c3ccc(c1nc(ncc1)Nc2ccc(OC)cc2)cc3,-1.0,1.125269,-3.52,36.38
ZINC72440415,Clc4c(Nc1[nH]c(=O)c2c(n1)nccc2c3ccc([N+](=O)O)cc3)cccc4,-1.0,0.9511579,-5.5,36.37
ZINC72440415,Clc4c(Nc1[nH]c(=O)c2c(n1)nccc2c3ccc([N+](=O)O)cc3)cccc4,-1.0,0.78993917,-3.77,36.37
ZINC01128985,O=[N+](O)c1cc(ccc1)C3n2nnnc2NC(=C3C(=O)Nc4c(cccc4)C)C,-1.0,1.1512449,-0.58,36.37
ZINC77344311,FC(F)CNc2nc(c1cc(c(OCC)cc1)C(=O)O)ccn2,75.78,1.0288521,-15.57,36.37
ZINC28527360,s1nc(nc1COc2ccc(OC)cc2)Nc3ccccc3,66.46,0.98006755,-21.22,36.37
ZINC72373364,O(c1c(cccc1)C(N(C)C)CNc4nc(nc(c2cc(ncc2)N3CCOCC3)c4)C)C,-1.0,0.90403867,-21.02,36.36
ZINC10689075,S(=O)(=O)(Cc1ccccc1)CCCC(=O)Nc2oc(nn2)c3cc(OC)c(OC)cc3,85.54,0.9508435,-11.62,36.36
ZINC09365189,o1c(nnc1c3cc2OCOc2cc3)Nc5ccc(N4CCCC4)cc5,55.9,0.9854931,-10.04,36.36
ZINC13894177,Brc4ccc(NC(=O)c2c(oc1c(cc([N+](=O)O)cc1)c2)=Nc3ccc(OC)cc3)cc4,-1.0,0.98654836,-28.24,36.35
ZINC72377684,O=C(N3CC(c1nc(ncc1)Nc2ncccn2)CCC3)Cc4ccccc4,76.53,0.8890091,-13.27,36.35
ZINC01573469,Clc4ccc(Nc1oc(nn1)c3cc2OCOc2cc3)cc4,55.86,0.99095535,-11.55,36.35
ZINC94728882,O(c2c(c1nc(ncc1C)NCCC)ccc(OC)c2)C,-1.0,1.0293515,-23.8,36.35
ZINC09948541,Clc1ccc(cc1)CNc2n(nc(n2)NCc3ccc(Cl)cc3)C(=O)c4cc(OC)c(OC)cc4,-1.0,1.091121,-30.04,36.34
ZINC13940039,Clc4ccc(NC(=O)c2c(oc1c(cc([N+](=O)O)cc1)c2)=Nc3ccc(OC)cc3)cc4,-1.0,0.98654836,-24.92,36.34
ZINC10700618,o1c(nnc1c2cc(OCC)c(OCC)c(OCC)c2)NC(=O)Cc3c(ccc(c3)C)C,-1.0,1.0384474,-14.49,36.34
ZINC13131776,O(c1ccc(cc1)C4n2nc(nc2NC(c3cc(OC)ccc3)C4)N)CC,66.39,0.936229,-2.18,36.34
ZINC36805915,Clc4ccc(c3n[nH]c(SCc1nc(nc(n1)N)Nc2c(cccc2)C)n3)cc4,-1.0,1.0679948,-18.11,36.33
ZINC04329737,O(c4ccc(Nc1nc(nc(n1)N2CCOCC2)Nc3ccc(cc3)C)cc4)C,-1.0,0.812372,-22.94,36.33
ZINC78791594,OC3CN(C(=O)Nc1nn(cn1)Cc2ccc(cc2)C#N)CCC3,65.91,1.042948,-10.22,36.33
ZINC20108051,o1nc3c(n1)c(Nc2cc(OC)c(OC)c(OC)c2)cc(NCCCO)c3[N+](=O)O,-1.0,0.9810122,-9.62,36.32
ZINC02914150,Clc1ccc(cc1)C4Nc2n(nnn2)C(c3cc(OC)c(OC)c(OC)c3)C4,-1.0,0.9361684,-10.73,36.32
ZINC08682807,O[n+]1n(nc([N+](=O)O)c1Nc2cc(OC)cc(OC)c2)c4cc3OCCOc3cc4,56.49,0.79099727,-18.97,36.31
ZINC36701480,O(c4c(OC)ccc(c2nc1nc([nH]c1c(c2)C(=O)O)c3ccccc3)c4)C,-1.0,0.8809879,-14.48,36.31
ZINC00065631,O=[N+](O)c1cc(ccc1)C3n2nnnc2NC(=C3C(=O)OCC)C,-1.0,1.1512448,6.52,36.31
ZINC01772939,o4nc(n1nnc(c1c2ccc([N+](=O)O)cc2)C(=O)NN=CC=Cc3ccccc3)c(n4)N,-1.0,1.1371557,5.56,36.3
ZINC72443547,Clc3ccc(Nc2nc(c1ccc([N+](=O)O)cc1)ccn2)cc3,-1.0,1.1243075,-10.78,36.3
ZINC08959148,Brc4c(NC(=O)c2c(oc1c(cc([N+](=O)O)cc1)c2)=Nc3ccc(OC)cc3)cccc4,-1.0,0.9863034,-22.8,36.29
ZINC54615724,O(c1ccc(cc1)C3n2ncnc2NC(=C3C(=O)Nc4cc(ccc4)C)C)CC(=O)N5CCOCC5,-1.0,1.0465533,-8.58,36.29
ZINC02365986,Brc1ccc(cc1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4,66.31,0.93527174,-4.94,36.29
ZINC13131230,O(c1ccc(cc1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4)CC,66.31,0.93535244,-7.29,36.29
ZINC13131230,O(c1ccc(cc1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4)CC,66.31,0.9354382,-8.21,36.29
ZINC00803119,Clc1ccc(cc1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4,66.31,0.93521726,-4.73,36.29
ZINC04204578,O(c1c(OC)ccc(c1)C4n2nc(nc2NC(c3ccc(OC)cc3)C4)N)C,66.31,0.93543804,-4.27,36.29
ZINC00803138,O(c1c(OC)ccc(c1)C4n2nc(nc2NC(c3ccc(cc3)CC)C4)N)C,66.31,0.9353535,-8.02,36.29
ZINC00803138,O(c1c(OC)ccc(c1)C4n2nc(nc2NC(c3ccc(cc3)CC)C4)N)C,66.31,0.9354376,-7.46,36.29
ZINC00803138,O(c1c(OC)ccc(c1)C4n2nc(nc2NC(c3ccc(cc3)CC)C4)N)C,66.31,0.9354382,-5.03,36.29
ZINC13131347,Fc1ccc(cc1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4,66.31,0.93521756,-5.23,36.29
ZINC02472259,O(c1c(OC)ccc(c1)C4n2nc(nc2NC(c3ccc(cc3)C)C4)N)C,66.31,0.93535334,-7.39,36.29
ZINC02472259,O(c1c(OC)ccc(c1)C4n2nc(nc2NC(c3ccc(cc3)C)C4)N)C,66.31,0.93543804,-5.31,36.29
ZINC92135758,O(c2ccc(NCc1c([nH]nc1)C(=O)OCC)cc2)C3COCC3,76.16,1.0529523,-8.46,36.28
ZINC19124008,o1nc(cc1c2c(nc(nc2)NCC=C)c4cnc(N3CCOCC3)cc4)C,-1.0,1.0858235,-9.83,36.27
ZINC07984124,O=[N+](O)c1cn(c(=O)cc1)Cc2nc(nc(n2)N)Nc3c(cccc3)C,-1.0,0.890084,-6.47,36.27
ZINC36701490,O(c1c(OC)cc(c(OC)c1)c3nc2nc([nH]c2c(c3)C(=O)O)c4ccccc4)C,-1.0,0.87810785,-9.73,36.26
ZINC04137756,s1c(nc2c1cc(OC)cc2)Nc3oc(nn3)c4c(OC)cc(OC)cc4,75.67,1.0055434,-8.79,36.26
ZINC04137756,s1c(nc2c1cc(OC)cc2)Nc3oc(nn3)c4c(OC)cc(OC)cc4,75.55,1.0098242,-10.11,36.26
ZINC09365193,o1c(nnc1c3cc2OCOc2cc3)Nc5cc4[nH]c(=O)[nH]c4cc5,55.93,0.991172,-9.4,36.26
ZINC59170532,Clc4ccc(NC(=O)c2c(oc1c(cc([N+](=O)O)cc1)c2)=Nc3ccc(S(=O)(=O)N)cc3)cc4,-1.0,1.0182401,-16.55,36.25
ZINC59170677,S(=O)(=O)(N)c4ccc(N=c2oc1c(cc([N+](=O)O)cc1)cc2C(=O)Nc3ccc(F)cc3)cc4,-1.0,1.0182401,-13.63,36.25
ZINC59170409,S(=O)(=O)(N)c4ccc(N=c2oc1c(cc([N+](=O)O)cc1)cc2C(=O)Nc3ccc(cc3)C)cc4,-1.0,1.018241,-13.5,36.25
ZINC02918116,Clc1c(OCC)ccc(c1)C4Nc2n(ncn2)C(c3c(OC)c(OC)ccc3)C4,-1.0,1.0841819,-15.94,36.25
ZINC78790068,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCCCOCC,66.05,1.0112339,-6.75,36.25
ZINC72452680,n14nc(nc1nnc(c2nc(ncc2)Nc3c(c(ccc3)C)C)c4C)c5cnccc5,-1.0,1.0678232,-9.28,36.24
ZINC78791352,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC(C(CO)C)C,-1.0,1.0661625,-7.75,36.24
ZINC02472295,Fc1ccc(cc1)C5Nc2n(nc(n2)N)C(c4ccc(OCc3ccccc3)cc4)C5,-1.0,0.9360584,-13.67,36.22
ZINC00950616,O=[N+](O)c1cc(ccc1)C4n2nnnc2NC(c3ccccc3)=C4C(=O)OCC,-1.0,0.92436004,-4.14,36.22
ZINC76611833,o1c(nnc1CN(C2CC2)CC(C)C)c3ccc([N+](=O)O)cc3,-1.0,0.9431903,-19.65,36.22
ZINC39845985,S(=O)(=O)(c2nc(oc2NCC1OCCC1)c3ccc(OC)cc3)c4ccc(F)cc4,-1.0,0.8992452,-20.11,36.21
ZINC08682902,O[n+]1n(nc([N+](=O)O)c1NCc3cc2OCOc2cc3)c4ccc(OC)cc4,66.25,0.9509318,-14.33,36.21
