Name,Smiles,Unaligned Pharm. Score,rmsd,Binding Affinity Score,Pharm. Score
ZINC65147900,O=C(N3CC(c1nc(ncc1)Nc2ccccc2)CCC3)c4ccccc4,-1.0,1.1039169,-35.54,56.29
ZINC78791710,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC3CC(CCC3)CC,65.74,1.1319965,-19.18,56.29
ZINC65147880,o1c(ccc1)C(=O)N4CC(c2nc(ncc2)Nc3ccccc3)CCC4,-1.0,1.1044605,-34.91,56.29
ZINC65147880,o1c(ccc1)C(=O)N4CC(c2nc(ncc2)Nc3ccccc3)CCC4,-1.0,1.1042658,-34.36,56.29
ZINC78789795,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC3CC(CCC3)C,65.74,1.1319965,-19.98,56.29
ZINC35929304,Fc4ccc(n2nc1nc(nc(c1c2N)c3ccc(OC)cc3)NCCOC)cc4,-1.0,1.1031277,-20.45,56.28
ZINC09423128,O1c6c(OC1)ccc(Nc3nc2[nH]cnc2c(n3)Nc5cc4OCOc4cc5)c6,-1.0,1.2399133,-20.35,56.28
ZINC02919778,O=[N+](O)c1cc(ccc1)C4n2ncnc2NC(c3cc(c(cc3)C)C)C4,56.51,0.9575554,-15.38,56.28
ZINC02919778,O=[N+](O)c1cc(ccc1)C4n2ncnc2NC(c3cc(c(cc3)C)C)C4,55.85,1.0893697,-15.78,56.28
ZINC04684938,O=[N+](O)c2ccc(Nc1nc(OC)nc(n1)NCCCCCC)cc2,66.53,0.6863837,-5.81,56.28
ZINC94728308,Fc1c(nc(nc1)NCCC)c2ccc(OCC)cc2,85.87,0.97781885,-21.93,56.28
ZINC20446916,FC(F)(F)Oc3ccc(n2nc(NC1CCCCCC1)c(n2)C(=O)C)cc3,-1.0,0.78919935,-31.13,56.27
ZINC20446916,FC(F)(F)Oc3ccc(n2nc(NC1CCCCCC1)c(n2)C(=O)C)cc3,66.04,0.842513,-28.97,56.27
ZINC00530170,O(c1ccc(cc1)C4n2ncnc2NC(c3ccccc3)C4)CC,66.32,0.9361977,-12.86,56.27
ZINC09346299,Clc1ccc(cc1)C5Nc2n(nc(n2)NC(=O)c3sccc3)C(c4ccc(OC)cc4)C5,66.31,0.93624544,-30.51,56.26
ZINC09346299,Clc1ccc(cc1)C5Nc2n(nc(n2)NC(=O)c3sccc3)C(c4ccc(OC)cc4)C5,65.72,1.0840162,-29.78,56.26
ZINC09346299,Clc1ccc(cc1)C5Nc2n(nc(n2)NC(=O)c3sccc3)C(c4ccc(OC)cc4)C5,65.72,1.0840157,-29.67,56.26
ZINC09346299,Clc1ccc(cc1)C5Nc2n(nc(n2)NC(=O)c3sccc3)C(c4ccc(OC)cc4)C5,66.31,0.93624496,-30.63,56.26
ZINC13131298,Clc1c(ccc(Cl)c1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4,66.28,0.90826976,-20.64,56.26
ZINC13131298,Clc1c(ccc(Cl)c1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4,66.23,0.9399197,-23.41,56.26
ZINC06569435,S(c1[nH]ncn1)Cc2nc(nc(n2)N)Nc3ccc(OC)cc3,65.68,1.0564189,-0.21,56.26
ZINC65147832,O=C(N3CC(c1nc(ncc1)Nc2ccccc2)CCC3)C4CCC4,66.08,0.9316062,-23.34,56.25
ZINC13655539,o1c(nnc1c2cc(OC)c(OC)cc2)NC(=O)c3n(ncc3)C,-1.0,0.9351478,-10.47,56.25
ZINC12297871,O(c4ccc(c1nc(nnc1)NC3c2c(cccc2)CC3)cc4)C,66.05,0.9372756,-12.91,56.25
ZINC05702394,s3c(SCc1nc(nc(n1)N)Nc2ccccc2)nnc3,65.59,1.1034535,-8.89,56.25
ZINC19926584,O(c1ccc(cc1)C5n2ncnc2NC(c4ccc(c3ccccc3)cc4)C5)CC,66.31,0.93648076,-21.74,56.24
ZINC72121539,O=c1[nH]c(=O)c4c([nH]1)ccc(c3c2c([nH]cc2)nc(NCCN(C)C)c3)c4,86.7,0.82713085,6.81,56.24
ZINC72150570,O=C(O)c4cnc(c3c1c([nH]cc1)nc(NC2CCCC2)c3)cc4,-1.0,0.9859721,-15.13,56.24
ZINC04813627,Clc1ccc(cc1)CCNc2[n+](O)n(nc2[N+](=O)O)c3ccc(OC)cc3,66.15,0.8880561,-11.96,56.23
ZINC09361324,S(c1n(nnn1)C)Cc2nc(nc(n2)N)Nc3ccc(OC)cc3,65.68,1.054175,4.42,56.22
ZINC09361324,S(c1n(nnn1)C)Cc2nc(nc(n2)N)Nc3ccc(OC)cc3,-1.0,1.0833372,4.45,56.22
ZINC05993164,S(c1nnc(n1N)C)Cc2nc(nc(n2)N)Nc3c(cccc3)C,-1.0,1.0893557,-5.95,56.22
ZINC13131776,O(c1ccc(cc1)C4n2nc(nc2NC(c3cc(OC)ccc3)C4)N)CC,66.36,0.9360584,-16.94,56.21
ZINC00373962,ClCC(=O)Nc1cc(SCC(O)CO)cc([N+](=O)O)c1,55.66,0.8062666,-5.45,56.21
ZINC65148103,o1c(ccc1)C(=O)N4CC(c2nc(ncc2)Nc3ccc(cc3)C)CCC4,-1.0,1.1044602,-31.68,56.2
ZINC73691329,Fc4cc(Nc3nc(OCc2cc1OCOc1cc2)cc(n3)C)ccc4,-1.0,1.0865619,-29.59,56.2
ZINC09365189,o1c(nnc1c3cc2OCOc2cc3)Nc5ccc(N4CCCC4)cc5,55.97,0.98728627,-17.07,56.2
ZINC06938468,Clc3c(ccc(Nc1oc(nn1)c2ccc(OCC)cc2)c3)C,65.55,0.9974565,-20.77,56.2
ZINC06938468,Clc3c(ccc(Nc1oc(nn1)c2ccc(OCC)cc2)c3)C,55.41,1.1557229,-17.79,56.2
ZINC02914417,Brc1cc(ccc1)C4Nc2n(ncn2)C(c3cc(OC)c(OC)cc3)C4,66.36,0.9352715,-18.98,56.19
ZINC36680421,Fc1ccc(cc1)CC(=O)Nc2oc(nn2)c3cc(OCC)c(OCC)cc3,-1.0,1.0583171,-26.95,56.19
ZINC72440428,O=[N+](O)c4ccc(c1c2c(=O)[nH]c(nc2ncc1)NCc3ccccc3)cc4,-1.0,1.0272318,-17.06,56.19
ZINC32576260,O=C(N1CCCCC1)c4ccc(c2nc(nc(n2)N)Nc3ccc(cc3)C)cc4,-1.0,0.9645343,-7.14,56.18
ZINC35023303,O=c1n2c(ncc1NC(=O)NCC)c(ccc2)C(=O)NCC(=O)OCC,-1.0,0.8868022,-12.66,56.18
ZINC15073634,O(c3ccc(c1nc(nnc1)NCCCCCN2CCOCC2)cc3)C,56.03,1.0803752,-14.03,56.18
ZINC15073634,O(c3ccc(c1nc(nnc1)NCCCCCN2CCOCC2)cc3)C,55.65,1.079575,-23.71,56.18
ZINC12303541,O(c3ccc(c1nc(nnc1)NCC2OCCCC2)cc3)C,55.64,1.0816158,-10.9,56.18
ZINC12303541,O(c3ccc(c1nc(nnc1)NCC2OCCCC2)cc3)C,55.86,0.98431873,-14.14,56.18
ZINC12303542,O(c3ccc(c1nc(nnc1)NCC2OCCCC2)cc3)C,55.9,0.97173494,-7.82,56.18
ZINC04813785,O[n+]1n(nc([N+](=O)O)c1NCCC2=CCCCC2)c3ccc(OC)cc3,66.03,0.88313675,-21.24,56.17
ZINC13132161,O(c1ccc(cc1)C4n2ncnc2NC(c3ccc(cc3)C)C4)C,66.31,0.9361942,-15.43,56.17
ZINC01573469,Clc4ccc(Nc1oc(nn1)c3cc2OCOc2cc3)cc4,55.97,0.98720026,-17.55,56.17
ZINC12307116,S(c1n(ccn1)C)CCNc2nncc(n2)c3ccc(OC)cc3,55.83,1.0069394,-18.02,56.16
ZINC11873017,O(c2ccc(c1nc(nnc1)NCCCO)cc2)C,56.01,1.0496919,-9.16,56.16
ZINC04828003,Clc3c(Nc1[n+](O)n(nc1[N+](=O)O)c2ccc(OC)cc2)ccc(c3)C,-1.0,0.88494337,-22.19,56.15
ZINC04137755,s1c(nc2c1cc(OC)cc2)Nc3oc(nn3)c4ccc(OC)cc4,75.7,0.9927237,-6.55,56.15
ZINC04137755,s1c(nc2c1cc(OC)cc2)Nc3oc(nn3)c4ccc(OC)cc4,65.7,1.0111845,-16.11,56.15
ZINC35657505,O=C(O)c1ccc(cc1)C=NNc2nc(nc(n2)Nc3ccccc3)Nc4ccccc4,-1.0,0.91009426,-29.31,56.14
ZINC00803095,Clc1c(Cl)ccc(c1)C4Nc2n(ncn2)C(c3cc(OC)c(OC)cc3)C4,66.33,0.9353736,-18.29,56.14
ZINC44357862,S(=O)(=O)(N3C(C(=O)Nc1oc(nn1)c2cc(OC)c(OC)cc2)CCC3)C,-1.0,0.9293974,-17.93,56.14
ZINC65147817,O=C(N3CC(c1nc(ncc1)Nc2ccccc2)CCC3)CC(C)C,66.08,0.93164736,-18.77,56.14
ZINC08715295,O=C(OC)c1c(n(nc1)c3ncnc(Nc2ccccc2)c3)C,-1.0,1.0330547,-9.37,56.14
ZINC03642333,Brc1ccc(cc1)C5Nc2n(ncn2)C(c4ccc(OCc3ccccc3)cc4)C5,66.31,0.93638575,-15.93,56.13
ZINC01129268,Clc1ccc(cc1)C5Nc2n(ncn2)C(c4ccc(OCc3ccccc3)cc4)C5,66.31,0.9364367,-15.58,56.13
ZINC02471969,Fc1ccc(cc1)C5Nc2n(ncn2)C(c4ccc(OCc3ccccc3)cc4)C5,66.31,0.9364678,-14.75,56.13
ZINC05372899,S2C(Nc1ccc(cc1)CC)=NC(=O)C2=Cc3ccc(cc3)C(=O)O,65.9,1.0143832,-16.89,56.13
ZINC12196101,s1c(nc(c1)C(Nc2nncc(n2)c4cc3OCOc3cc4)C)C,-1.0,1.033632,-19.61,56.13
ZINC00221988,O(c1ccc(cc1)C4Nc2n(ncn2)C(c3ccc(OC)cc3)C4)C,66.31,0.93639624,-16.58,56.13
ZINC66749645,Fc3c(ccc(OCc1nc(nc(n1)N)Nc2ccccc2)c3)C#N,65.93,1.1811504,-9.27,56.13
ZINC72440088,Clc4c(Nc1[nH]c(=O)c2c(n1)nccc2c3ccc(OC)cc3)ccc(Cl)c4,66.17,0.88108236,-26.3,56.12
ZINC04716624,Clc1c(cccc1)CNc3c2nonc2c([N+](=O)O)c(NCCCO)c3,-1.0,1.0859777,-6.97,56.12
ZINC04716624,Clc1c(cccc1)CNc3c2nonc2c([N+](=O)O)c(NCCCO)c3,76.32,0.8793027,-1.5,56.12
ZINC36694055,Clc1cc(Cl)cc(c1)C(=O)Nc2oc(nn2)c3ccc(S(=O)(=O)CC)cc3,76.01,0.99298114,-7.73,56.11
ZINC14129171,S(c1nnc(n1C)C2CC2)Cc3nc(nc(n3)N)Nc4ccc(F)cc4,-1.0,1.0307454,-8.82,56.11
ZINC55399248,S2C(c1ccc(OC)cc1)CC(=NC2=N)c3ccc(F)cc3,56.44,0.90482676,-19.32,56.11
ZINC00221728,O(c1ccc(cc1)C4n2ncnc2NC(c3cnccc3)C4)C,66.22,0.9354112,-11.03,56.11
ZINC94729024,Fc2c(OC)ccc(c1nc(nc(c1)C)NCCC)c2,66.01,0.9767691,-21.34,56.11
ZINC09185435,O(c1c(cccc1)C=CC(=O)Nc2nn4c(n2)NC(c3ccccc3)CC4c5ccc(OC)cc5)C,66.32,0.93627983,-30.1,56.1
ZINC04922714,O[n+]1n(nc([N+](=O)O)c1NC2C(CCCC2)C)c3ccc(OC)cc3,56.28,0.99518526,-18.64,56.1
ZINC04922714,O[n+]1n(nc([N+](=O)O)c1NC2C(CCCC2)C)c3ccc(OC)cc3,-1.0,0.8639127,-16.28,56.1
ZINC05589054,Clc1nc(nc(n1)NCc2cnccc2)Nc3cc(O)ccc3,66.72,0.85203403,-18.21,56.1
ZINC04922713,O[n+]1n(nc([N+](=O)O)c1NCCCO)c2ccc(OC)cc2,-1.0,0.9613339,-4.47,56.1
ZINC05005442,O[n+]1n(nc([N+](=O)O)c1NCCc2ccccc2)c4cc3OCCOc3cc4,75.86,0.8866135,-13.0,56.09
ZINC07447929,s1c(nc2c1cc(SC)cc2)Nc3oc(nn3)c4ccc(OC)cc4,75.58,1.0131743,-9.75,56.09
ZINC07447929,s1c(nc2c1cc(SC)cc2)Nc3oc(nn3)c4ccc(OC)cc4,75.69,1.0108149,-8.12,56.09
ZINC08342183,S1C(=NC(=O)C1=Cc2ccc(cc2)C(=O)O)NC3CCCCC3,-1.0,1.0073802,-18.16,56.09
ZINC12430800,Fc3c(OC)ccc(c1nc(nnc1)NCc2nc(ccc2)C)c3,65.99,0.9490255,-14.26,56.09
ZINC06079018,S1C(=NC(=O)C1=Cc2ccc(cc2)C(=O)O)NC3CCCC3,-1.0,1.0304849,-16.02,56.09
ZINC11183408,O(c1c(OC)ccc(c1)C=C(c2nc(nc(n2)N)Nc3ccccc3)C#N)Cc4ccccc4,65.76,1.2300568,-19.93,56.08
ZINC04807292,O[n+]1n(nc([N+](=O)O)c1NCCc2ccc(cc2)C)c4cc3OCCOc3cc4,75.98,0.886758,-14.35,56.08
ZINC04137755,s1c(nc2c1cc(OC)cc2)Nc3oc(nn3)c4ccc(OC)cc4,55.58,1.0263056,-4.62,56.08
ZINC04137755,s1c(nc2c1cc(OC)cc2)Nc3oc(nn3)c4ccc(OC)cc4,55.84,0.98546034,-9.6,56.08
ZINC72440425,O=[N+](O)c4ccc(c1c2c(=O)[nH]c(nc2ncc1)Nc3c(OC)cccc3)cc4,-1.0,0.81210685,-20.73,56.07
ZINC12632556,O(c1c(ccc(OC)c1)C(=O)N)Cc2nc(nc(n2)N)Nc3c(cccc3)CC,-1.0,1.0327028,-17.8,56.06
ZINC17079588,Clc2c(Cl)ccc(Nc1nc(nc(n1)CSC(=S)OCC)N)c2,-1.0,1.099231,-9.3,56.06
ZINC05388621,O=c2n(nc(c1cc(OC)c(OC)cc1)cc2)CC(=O)NC3CCCC3,65.71,1.0963715,-21.59,56.06
ZINC38790924,O=c2n(nc(c1cc(OC)c(OC)cc1)cc2)CC(=O)NC,65.71,1.0315231,-17.54,56.06
ZINC40980100,s4c(SCC3Nc1n(nnn1)C(c2cc([N+](=O)O)ccc2)C=3C(=O)OC)nnc4c5ccccc5,-1.0,1.155075,6.08,56.05
ZINC03642491,O(c1ccc(cc1)C4N2NC(=NC2=NC(c3ccc(cc3)CC)C4)N)Cc5ccccc5,-1.0,0.9414751,-12.72,56.05
ZINC03642491,O(c1ccc(cc1)C4N2NC(=NC2=NC(c3ccc(cc3)CC)C4)N)Cc5ccccc5,56.25,0.94156325,-12.71,56.05
ZINC08857484,s1c(ncc1)Nc2nc(nc(n2)Nc3ccc(O)cc3)Nc4sccn4,-1.0,0.849215,-15.92,56.05
ZINC72157020,Oc4c(c3c1c([nH]cc1)nc(NCc2ccncc2)c3)ccc(c4)C(=O)O,-1.0,0.8893459,-14.77,56.05
ZINC16425680,Clc4ccc(OCC(=O)n1nc(nc1NCc2ccccc2)c3ccc(OC)cc3)cc4,56.21,1.0655315,-29.39,56.04
ZINC16425680,Clc4ccc(OCC(=O)n1nc(nc1NCc2ccccc2)c3ccc(OC)cc3)cc4,65.97,0.9988236,-26.25,56.04
ZINC04137834,s1c(nc3c1cc2OCOc2c3)Nc4oc(nn4)c5c(OC)cc(OC)cc5,75.55,1.0095395,-14.9,56.04
ZINC04137834,s1c(nc3c1cc2OCOc2c3)Nc4oc(nn4)c5c(OC)cc(OC)cc5,65.65,1.0039093,-17.02,56.04
ZINC04758227,O[n+]1n(nc([N+](=O)O)c1NCc2ncccc2)c3ccc(OC)cc3,56.44,0.95941657,-20.83,56.04
ZINC73691051,Fc1c(OC)ccc(c1)COc2nc(nc(c2)C)Nc3cc(c(F)cc3)C,66.27,1.0874484,-26.98,56.03
ZINC14162351,S(c1nncn1C(C)C)Cc2nc(nc(n2)N)Nc3ccc(F)cc3,-1.0,1.0851247,-3.92,56.03
ZINC56229004,S(C(C(=O)N)C)Cc1nc(nc(n1)N)Nc2ccccc2,56.05,1.0111576,-1.67,56.03
ZINC56229004,S(C(C(=O)N)C)Cc1nc(nc(n1)N)Nc2ccccc2,66.31,1.0276235,-3.8,56.03
ZINC09016128,s4c(SCc1nc(ncc1C(=O)OCC)Nc2oc3c(n2)cccc3)nnc4C,-1.0,1.1177945,-16.85,56.02
ZINC09016128,s4c(SCc1nc(ncc1C(=O)OCC)Nc2oc3c(n2)cccc3)nnc4C,-1.0,1.0648265,-14.61,56.02
ZINC04564860,Fc3ccc(Nc2c1nonc1c([N+](=O)O)c(NCCCO)c2)cc3,75.65,1.0929664,1.99,56.02
ZINC09512255,S(c1nncn1C)Cc2nc(nc(n2)N)Nc3ccc(F)cc3,-1.0,1.0851245,-5.17,56.02
ZINC04193975,o1nc3c(n1)c(Nc2cc(OC)ccc2)cc(NCCCO)c3[N+](=O)O,65.8,1.0933014,2.23,56.01
ZINC03545071,S(c1nncn1C)Cc2nc(nc(n2)N)Nc3c(cccc3)CC,-1.0,1.088932,-6.13,56.01
ZINC15670801,S(c2nn(c1nc(OC)nc(n1)NC)cn2)CC(=O)N,55.91,1.0553033,2.69,56.01
ZINC15670801,S(c2nn(c1nc(OC)nc(n1)NC)cn2)CC(=O)N,56.26,1.0480692,-6.23,56.01
ZINC08189364,S(c1nnc(n1C)C2CC2)Cc3nc(nc(n3)N)Nc4c(cccc4)C,-1.0,1.0888815,-10.07,56.0
ZINC06938468,Clc3c(ccc(Nc1oc(nn1)c2ccc(OCC)cc2)c3)C,-1.0,1.139884,-16.56,56.0
ZINC06938468,Clc3c(ccc(Nc1oc(nn1)c2ccc(OCC)cc2)c3)C,65.67,0.9917198,-20.34,56.0
ZINC38770855,o1c(nnc1c2cc(OC)c(OC)c(OC)c2)NC(=O)c3c(oc(c3)C)C,-1.0,0.96528196,-11.31,55.99
ZINC09218255,S(c1nnc(n1C2CC2)C)Cc3nc(nc(n3)N)Nc4ccc(F)cc4,-1.0,1.0845652,-3.21,55.99
ZINC12557359,O(c1c(OC)cc(cc1)C#N)Cc2nc(nc(n2)N)Nc3ccc(cc3)C,-1.0,1.1771357,-5.71,55.99
ZINC72377537,Clc1ccc(cc1)C(=O)N4CC(c2nc(ncc2)Nc3ncccc3)CCC4,-1.0,0.9262466,-18.7,55.97
ZINC73691329,Fc4cc(Nc3nc(OCc2cc1OCOc1cc2)cc(n3)C)ccc4,-1.0,1.0864351,-37.18,55.97
ZINC20803622,FC(F)Oc1ccc(cc1)C3n2ncnc2NC(C3C(=O)N)C,75.7,1.0641127,-4.94,55.97
ZINC11296450,O(c1c(OC)cc(cc1)C=C(c2nc(nc(n2)N)Nc3ccccc3)C#N)CC,-1.0,1.0713025,-22.32,55.96
ZINC06083088,O=[N+](O)c1c(ccc(c1)C3N=C4N=NNN4C(c2ccc(cc2)CC)C=3)C,-1.0,1.0606241,-9.39,55.96
ZINC79073434,S(C(C(O)C)C)Cc1nc(nc(n1)N)Nc2c(cccc2)CC,-1.0,1.0728936,-6.5,55.96
ZINC36370064,O(c3ccc(Nc2nc(nc1[nH]cnc12)NCCCO)cc3)C,55.71,1.0632722,-9.44,55.96
ZINC02472298,O(c1ccc(cc1)C4n2nc(nc2NC(c3ccc(cc3)C)C4)N)Cc5ccccc5,-1.0,0.9362796,-19.39,55.95
ZINC21792793,Fc1ccc(cc1)C(=O)Nc3nc(c2ccc(OC)cc2)cc(n3)c4ccccc4,-1.0,0.96941423,-23.7,55.95
ZINC11394341,s3c(SCc1nc(nc(n1)N)Nc2c(cccc2)C)nnc3NCC=C,-1.0,1.1070006,-7.07,55.95
ZINC77516430,Clc1c(ccc(F)c1)CNc3nc(c2cc(c(OCC)cc2)C(=O)O)ccn3,-1.0,1.0333841,-19.39,55.94
ZINC77516430,Clc1c(ccc(F)c1)CNc3nc(c2cc(c(OCC)cc2)C(=O)O)ccn3,75.73,0.95018,-18.49,55.94
ZINC02915501,Clc1ccc(cc1)C4Nc2n(nnn2)C(c3cc(OC)c(OCC)cc3)C4,66.31,0.9350421,-17.52,55.94
ZINC20615006,o1c(nnc1c2ccc(OC)cc2)NC(=O)c3n(ncc3C(=O)O)C,-1.0,0.9617636,-0.01,55.94
ZINC45947780,O=C(O)c3nn(c1nc(nc(c1)C)Nc2ccccc2)cc3,66.15,0.89607906,-12.44,55.94
ZINC02730096,s1c(ccc1CC)C(=O)C3C(n2ncnc2NC=3C(F)(F)F)c4cc([N+](=O)O)ccc4,-1.0,1.0865132,-10.01,55.93
ZINC15866331,O(c1c(OC)c(ccc1OC)C4n2nnnc2NC(c3cc(c(cc3)C)C)C4)C,-1.0,0.94044244,-12.65,55.93
ZINC72364987,O=C(N3CC(c1cc(ncc1)Nc2ncccn2)CCC3)C,76.39,1.0747879,-9.02,55.93
ZINC05372485,o1c(nnc1c2cc(OC)c(OC)cc2)NC(=O)Cc3c4c(ccc3)cccc4,-1.0,1.035139,-16.31,55.92
ZINC05005460,O[n+]1n(nc([N+](=O)O)c1NCCc2ccccc2)c3ccc(OC)cc3,66.02,0.88767296,-14.43,55.92
ZINC09456409,s3c(SCc1nc(nc(n1)N)Nc2ccc(F)cc2)nnc3C,65.54,1.1031526,-7.1,55.92
ZINC22647249,O(c3ccc(c2nc1n(ncn1)c(NCCCN(C)C)c2)cc3)C,66.08,1.014897,-11.53,55.92
ZINC45947780,O=C(O)c3nn(c1nc(nc(c1)C)Nc2ccccc2)cc3,66.22,0.8963903,-16.26,55.92
ZINC72443511,O=[N+](O)c3cc(c1nc(ncc1)Nc2ccccc2)ccc3,75.96,0.91636485,-8.65,55.92
ZINC19594868,s4cc(c1c(nc(nc1)NCCCN2CCOCC2)c3c(OC)nc(OC)nc3)cc4,-1.0,1.1104125,-21.7,55.91
ZINC19594868,s4cc(c1c(nc(nc1)NCCCN2CCOCC2)c3c(OC)nc(OC)nc3)cc4,-1.0,1.1104121,-21.7,55.91
ZINC09728763,s3c(SCc1nc(nc(n1)N)Nc2c(cccc2)C)nnc3NCc4ccccc4,-1.0,1.1008482,-6.98,55.91
ZINC12252659,s4cc(c1c(nc(nc1)NCc2c(OC)cccc2)c3c(OC)nc(OC)nc3)cc4,-1.0,0.9740854,-21.65,55.91
ZINC13123311,S(=O)(=O)(Nc1nn3c(n1)NC(c2ccc(OC)cc2)CC3c4ccc(OC)cc4)C,-1.0,0.9362796,-10.47,55.91
ZINC13123311,S(=O)(=O)(Nc1nn3c(n1)NC(c2ccc(OC)cc2)CC3c4ccc(OC)cc4)C,-1.0,1.0368195,-8.59,55.91
ZINC18166414,Sc1nnc(n1CCCN(C)C)c2ccc(cc2)Cn3ncc([N+](=O)O)c3,56.09,0.8618877,-9.65,55.91
ZINC04922744,Fc1ccc(cc1)CNc2[n+](O)n(nc2[N+](=O)O)c3ccc(OC)cc3,66.34,0.9123664,-17.31,55.9
ZINC72377478,O=C(N3CC(c1nc(ncc1)Nc2ncccc2C)CCC3)C,76.34,0.93551916,-14.1,55.9
ZINC35022921,O=c1n2c(ncc1NC(=O)CC(C)C)c(ccc2)C(=O)NCC(=O)OCC,76.32,0.88297576,-9.42,55.88
ZINC77407981,O(c3c(cc(c1nc(ncc1)NCc2nc(ccc2)C)cc3)C(=O)O)CC,85.76,1.0729784,-19.34,55.88
ZINC71775952,O(c3c(cc(c1nc(ncc1)NC(c2ccccc2)C)cc3)C(=O)O)CC,-1.0,1.0488094,-18.18,55.88
ZINC04919872,O[n+]1n(nc([N+](=O)O)c1Nc2ccc(cc2)CC)c4cc3OCCOc3cc4,66.49,0.80242443,-7.78,55.87
ZINC94728563,O1c3c(OCCC1)ccc(c2nc(ncc2)NCCC)c3,-1.0,0.96420413,-17.84,55.87
ZINC00803123,Clc1c(cccc1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4,66.22,0.9398359,-15.25,55.86
ZINC00803123,Clc1c(cccc1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4,66.28,0.90822333,-13.42,55.86
ZINC08955936,s1c(nc2c1c(nn(c2=O)CC(=O)NC)c3cc(OC)ccc3)C,-1.0,1.0166203,-7.67,55.85
ZINC13122133,s1c(ccc1)C4Nc2n(nnn2)C(c3ccc(OC)cc3)C4,66.3,0.94442666,-7.82,55.85
ZINC13131981,Clc1c(Cl)ccc(c1)C4Nc2n(nc(n2)N)C(c3ccc(OC)cc3)C4,66.21,0.93648016,-17.98,55.84
ZINC05188691,Fc3cc(N=c2oc1c(cc([N+](=O)O)cc1)cc2C(=O)NC(=O)C)ccc3,-1.0,0.98600084,-3.52,55.84
ZINC12432187,O(c3c(c1nc(nnc1)NCC2OCCC2)ccc(OC)c3)C,55.88,0.953425,-3.3,55.84
ZINC15670802,S(c2nn(c1nc(OC)nc(n1)NCC)cn2)CC(=O)N,-1.0,1.094377,-2.24,55.84
ZINC08872805,O=[N+](O)c4ccc(Nc1nc(nc(n1)Nc2cc(c(cc2)C)C)NNC=C3C=CC(=O)C=C3)cc4,-1.0,0.9533279,-12.31,55.83
ZINC08723819,s3c(SCc1nc(nc(n1)N)Nc2c(OC)cccc2)nnc3NCC,-1.0,1.1064205,-12.98,55.83
ZINC13790177,S(=O)(=O)(N3CC(C(=O)Nc1oc(nn1)c2cc(OCC)c(OCC)c(OCC)c2)CCC3)C,-1.0,0.96450084,-11.27,55.82
ZINC40962963,O(c1ccc(cc1)C3n2nnnc2NC(=C3C(=O)Nc4ccc(cc4)C)C)CC(=O)N5CCOCC5,-1.0,1.0452881,-3.47,55.81
ZINC10786177,s4c(S(=O)(=O)N3C(C(=O)Nc1oc(nn1)c2cc(OC)c(OC)cc2)CCCC3)ccc4,55.79,1.0482258,-10.48,55.81
ZINC00803137,Clc1c(Cl)ccc(c1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4,66.24,0.93533593,-23.57,55.81
ZINC12432188,O(c3c(c1nc(nnc1)NCC2OCCC2)ccc(OC)c3)C,55.95,0.9396679,-8.71,55.81
ZINC36693585,S(=O)(=O)(N(C)C)c3ccc(c1oc(nn1)NC(=O)Cc2c(ccc(c2)C)C)cc3,-1.0,1.0278212,-10.68,55.8
ZINC20446772,FC(F)(F)Oc4ccc(n3nc(Nc2cc1OCCOc1cc2)c(n3)C(=O)C)cc4,76.03,0.85004234,-11.79,55.79
ZINC95442063,O4CCC(N3CCN(c2ncnc(NCC1CC1)c2)CCC3)CC4,-1.0,1.0327148,-11.96,55.79
ZINC20108051,o1nc3c(n1)c(Nc2cc(OC)c(OC)c(OC)c2)cc(NCCCO)c3[N+](=O)O,-1.0,1.093203,-8.42,55.78
ZINC05618700,s3c(SCc1nc(nc(n1)N)Nc2c(cccc2)CC)nnc3NCC=C,-1.0,1.1073178,-13.36,55.78
ZINC04923301,Clc3c(Nc1[n+](O)n(nc1[N+](=O)O)c2ccc(OC)cc2)ccc(F)c3,-1.0,0.88797545,-10.39,55.78
ZINC04923301,Clc3c(Nc1[n+](O)n(nc1[N+](=O)O)c2ccc(OC)cc2)ccc(F)c3,-1.0,1.0449114,-15.48,55.78
ZINC04777304,Fc1ccc(cc1)CNc2n(nc(n2)c3ccc(OC)cc3)C(=O)COC,66.1,0.99870336,-20.08,55.78
ZINC04777304,Fc1ccc(cc1)CNc2n(nc(n2)c3ccc(OC)cc3)C(=O)COC,65.95,1.0651917,-24.25,55.78
ZINC03545124,s3c(SCc1nc(nc(n1)N)Nc2c(cccc2)CC)nnc3N,55.71,1.1073178,-9.14,55.78
ZINC04137794,s1c(nc2c1cc(F)cc2)Nc3oc(nn3)c4ccc(OC)cc4,65.51,1.0114782,-7.63,55.78
ZINC04137794,s1c(nc2c1cc(F)cc2)Nc3oc(nn3)c4ccc(OC)cc4,75.56,0.9905033,-7.76,55.78
